Date;Average temperature (°F);Average humidity (%);Average dewpoint (°F);Average barometer (in);Average windspeed (mph);Average gustspeed (mph);Average direction (°deg);Rainfall for month (in);Rainfall for year (in);Maximum rain per minute;Maximum temperature (°F);Minimum temperature (°F);Maximum humidity (%);Minimum humidity (%);Maximum pressure;Minimum pressure;Maximum windspeed (mph);Maximum gust speed (mph);Maximum heat index (°F);Date1;Month;diff_pressure
4/08/2018;689;300;357;296;57;88;2810;6;497;0;814;578;480;190;29729;29506;207;380;795;4/08/2018;8;2,23E+16
5/08/2018;649;470;430;296;37;58;2810;8;499;0;794;532;830;220;29792;29528;242;265;784;5/08/2018;8;2,64E+15
6/08/2018;615;640;483;298;26;46;2820;8;499;0;742;467;920;340;29902;29697;150;207;773;6/08/2018;8;2,05E+16
7/08/2018;615;590;444;298;21;36;2820;8;499;0;767;436;930;190;2995;29674;127;196;779;7/08/2018;8;2,76E+15
8/08/2018;592;650;466;298;22;38;2820;11;502;0;758;431;880;330;29899;29746;127;196;776;8/08/2018;8;1,53E+16
9/08/2018;627;510;398;299;19;35;2820;12;503;0;794;432;920;190;2999;29776;150;196;785;9/08/2018;8;2,14E+16
10/08/2018;635;450;389;299;24;42;2820;12;503;0;796;432;780;210;29959;29769;138;196;788;10/08/2018;8;1,9E+16
11/08/2018;642;400;353;298;22;38;2820;12;503;0;822;416;770;130;29957;29684;127;196;799;11/08/2018;8;2,73E+15
12/08/2018;639;390;339;297;26;45;2820;12;503;0;832;415;750;120;29836;29598;127;184;804;12/08/2018;8;2,38E+16
13/08/2018;623;390;339;297;28;48;2820;12;503;0;794;403;720;190;29778;29579;150;196;783;13/08/2018;8;1,99E+16
14/08/2018;577;640;447;297;24;39;2820;19;51;0;740;431;910;340;29878;2965;173;242;774;14/08/2018;8;2,28E+16
15/08/2018;687;390;350;297;31;53;2810;19;51;0;867;446;950;70;29837;29588;150;265;833;15/08/2018;8;2,49E+16
16/08/2018;626;470;385;298;26;45;2820;19;51;0;798;423;860;160;29941;29667;184;265;788;16/08/2018;8;2,74E+16
17/08/2018;626;510;416;298;22;35;2820;19;51;0;824;449;770;200;30003;29706;161;219;802;17/08/2018;8;2,97E+15
18/08/2018;586;600;423;298;40;61;2820;29;52;0;737;467;880;260;29958;29674;230;322;774;18/08/2018;8;2,84E+15
19/08/2018;532;640;398;299;27;47;2820;3;521;0;652;411;940;370;3002;29784;138;265;652;19/08/2018;8;2,36E+16
20/08/2018;537;600;380;300;19;35;2810;3;521;0;721;334;920;260;30122;29834;127;173;773;20/08/2018;8;2,88E+16
21/08/2018;546;720;447;299;25;43;2820;39;53;0;703;452;930;330;3005;29825;161;334;773;21/08/2018;8;2,25E+16
22/08/2018;584;670;457;299;26;43;2820;4;531;0;696;452;950;370;30034;2971;127;173;774;22/08/2018;8;3,24E+16
23/08/2018;633;390;355;297;76;116;2820;41;532;0;747;495;740;190;2978;29542;207;380;763;23/08/2018;8;2,38E+16
24/08/2018;669;270;295;296;43;65;2820;41;532;0;845;535;440;100;29685;29477;173;253;815;24/08/2018;8;2,08E+15
25/08/2018;640;380;352;297;35;55;2820;42;533;0;840;458;690;150;29791;29533;173;253;811;25/08/2018;8;2,58E+15
26/08/2018;679;340;362;295;70;105;2820;42;533;0;790;532;740;150;29569;29371;242;345;778;26/08/2018;8;1,98E+15
27/08/2018;661;310;328;294;67;100;2820;42;533;0;767;531;560;160;295;29319;253;437;768;27/08/2018;8;1,81E+16
28/08/2018;551;550;382;297;33;54;2820;42;533;0;673;419;800;340;29885;29497;150;196;673;28/08/2018;8;3,88E+15
29/08/2018;590;440;276;298;34;53;2810;42;533;0;818;359;930;100;30006;29677;173;265;795;29/08/2018;8;3,29E+15
30/08/2018;617;260;224;297;36;55;2810;42;533;0;822;380;580;110;29907;29608;196;311;797;30/08/2018;8;2,99E+15
31/08/2018;610;300;271;296;28;45;2820;42;533;0;781;399;620;140;29812;29516;184;276;771;31/08/2018;8;2,96E+15
1/09/2018;612;340;315;296;33;50;2810;0;533;0;777;465;550;210;29733;29496;253;299;777;1/09/2018;9;2,37E+16
2/09/2018;564;420;312;298;23;40;2810;0;533;0;776;375;720;150;29891;29641;127;196;773;2/09/2018;9;25
3/09/2018;560;470;339;298;14;25;2820;0;533;0;732;423;710;160;29884;29685;127;184;764;3/09/2018;9;1,99E+16
4/09/2018;540;600;379;298;20;34;2810;21;554;0;749;411;850;190;29996;29675;207;311;769;4/09/2018;9;3,21E+16
5/09/2018;538;720;447;300;23;39;2820;21;554;0;656;470;880;490;301;29869;138;161;656;5/09/2018;9;2,31E+16
6/09/2018;518;740;430;301;17;29;2830;65;598;0;681;402;920;410;30218;29958;138;207;775;6/09/2018;9;2,6E+16
7/09/2018;530;700;418;300;19;35;2820;66;599;0;701;344;930;340;30264;29909;161;196;775;7/09/2018;9;3,55E+15
8/09/2018;577;550;378;298;25;42;2820;66;599;0;758;379;940;170;30024;29585;161;265;768;8/09/2018;9;4,39E+16
9/09/2018;628;360;335;296;33;51;2820;66;599;0;772;464;580;170;29768;29545;150;265;771;9/09/2018;9;2,23E+16
10/09/2018;595;370;283;297;19;32;2820;66;599;0;872;366;710;70;29877;2959;138;196;837;10/09/2018;9;2,87E+16
13/09/2018;734;100;125;295;74;110;2810;66;599;0;832;565;220;60;29595;29413;196;265;805;13/09/2018;9;1,82E+15
14/09/2018;691;120;122;296;52;84;2810;66;599;0;816;492;350;50;29754;29499;173;196;793;14/09/2018;9;2,55E+16
15/09/2018;631;250;229;297;26;45;2810;66;599;0;818;409;540;90;29846;29562;115;173;794;15/09/2018;9;2,84E+15
16/09/2018;648;290;283;296;40;62;2800;66;599;0;838;435;570;100;29807;29511;184;242;809;16/09/2018;9;2,96E+15
17/09/2018;648;310;314;296;29;48;2810;66;599;0;824;482;510;150;29736;29534;184;207;799;17/09/2018;9;2,02E+16
18/09/2018;624;420;352;296;37;58;2810;66;599;0;836;415;740;120;29802;29497;219;299;808;18/09/2018;9;3,05E+15
19/09/2018;610;430;354;295;41;66;2810;67;60;0;796;452;770;120;29656;29401;184;265;782;19/09/2018;9;2,55E+14
20/09/2018;601;370;284;295;49;81;2820;67;60;0;727;470;800;110;29866;29398;207;334;748;20/09/2018;9;4,68E+16
21/09/2018;502;580;343;300;23;40;2820;67;60;0;684;310;860;330;30134;29808;127;184;769;21/09/2018;9;3,26E+15
22/09/2018;556;330;173;299;37;58;2820;67;60;0;770;318;800;80;30094;29719;173;253;758;22/09/2018;9;375
23/09/2018;575;250;202;297;36;57;2820;67;60;0;758;368;470;130;29906;29517;196;299;758;23/09/2018;9;3,89E+16
24/09/2018;555;410;311;296;68;100;2820;68;601;0;681;446;690;200;29695;29414;253;345;738;24/09/2018;9;2,81E+15
25/09/2018;476;400;228;299;45;74;2820;68;601;0;592;356;700;180;30158;29618;196;276;592;25/09/2018;9;5,4E+15
26/09/2018;481;390;172;300;22;39;2820;68;601;0;691;261;860;70;30248;29739;115;184;707;26/09/2018;9;5,09E+15
27/09/2018;580;180;142;297;53;85;2820;68;601;0;735;425;380;120;29829;29552;150;219;745;27/09/2018;9;2,77E+14
28/09/2018;394;710;303;299;23;43;2820;68;601;0;476;309;860;380;30089;29746;127;184;476;28/09/2018;9;3,43E+16
29/09/2018;576;330;209;297;49;72;2820;68;601;0;783;334;880;90;2998;29484;219;288;768;29/09/2018;9;4,96E+16
30/09/2018;537;460;286;297;49;69;2820;68;601;0;758;396;800;70;2984;2944;207;322;765;30/09/2018;9;4E+15
1/10/2018;567;420;324;297;38;56;2860;0;601;0;709;401;770;210;29991;29362;173;242;750;1/10/2018;10;6,29E+15
2/10/2018;604;460;394;296;72;109;2820;0;601;0;673;501;630;350;29717;29385;196;288;673;2/10/2018;10;3,32E+15
3/10/2018;598;460;379;295;83;122;2820;0;601;0;723;443;700;250;29877;2937;207;345;763;3/10/2018;10;5,07E+15
4/10/2018;486;580;330;297;75;113;2820;4;605;0;592;379;840;260;29892;29525;288;460;592;4/10/2018;10;3,67E+15
5/10/2018;500;540;326;296;78;116;2820;5;606;0;620;359;920;270;29877;29477;242;345;620;5/10/2018;10;4E+15
6/10/2018;387;840;341;298;16;30;2820;14;615;0;460;335;920;650;29971;29716;104;115;460;6/10/2018;10;2,55E+14
7/10/2018;386;870;349;297;23;39;2820;16;617;0;507;353;930;580;29828;29576;104;138;507;7/10/2018;10;2,52E+15
8/10/2018;326;910;301;298;21;36;2830;22;623;0;360;303;930;850;29934;29724;92;127;360;8/10/2018;10;2,1E+16
9/10/2018;312;890;283;299;18;30;2830;23;624;0;362;284;920;760;29941;29812;104;138;362;9/10/2018;10;1,29E+16
10/10/2018;265;890;237;300;17;29;2830;29;63;0;300;241;920;860;30116;29853;69;81;300;10/10/2018;10;2,63E+15
11/10/2018;333;770;263;300;18;30;2830;54;655;0;491;216;900;510;30143;29753;92;173;491;11/10/2018;10;3,9E+16
12/10/2018;441;390;193;298;85;126;2820;54;655;0;557;334;850;220;299;29646;207;299;557;12/10/2018;10;2,54E+15
13/10/2018;463;370;183;296;83;119;2820;56;657;0;563;250;890;200;29825;29412;207;253;563;13/10/2018;10;4,13E+16
14/10/2018;179;830;137;302;15;25;2880;72;673;0;250;74;890;780;30567;29531;81;115;250;14/10/2018;10;1,036E+16
15/10/2018;199;690;108;305;11;17;2830;83;684;0;421;0;820;410;30811;304;81;104;421;15/10/2018;10;4,11E+16
16/10/2018;311;680;206;304;10;17;2830;83;684;0;498;157;870;390;30577;30297;92;115;498;16/10/2018;10;2,8E+16
17/10/2018;347;690;245;304;11;22;2830;84;685;0;505;211;900;410;3057;30212;81;127;505;17/10/2018;10;3,58E+16
18/10/2018;403;590;234;301;22;36;2830;85;686;0;621;232;910;160;30336;29917;127;207;621;18/10/2018;10;4,19E+16
19/10/2018;449;460;229;301;22;39;2830;85;686;0;601;291;790;180;30321;29915;104;161;601;19/10/2018;10;4,06E+16
20/10/2018;407;560;230;303;12;22;2830;85;686;0;615;235;870;210;30492;30101;81;115;615;20/10/2018;10;3,91E+15
21/10/2018;489;430;241;300;50;77;2820;85;686;0;671;261;830;190;30125;29753;173;265;671;21/10/2018;10;3,72E+15
22/10/2018;453;550;276;300;15;27;2820;85;686;0;661;294;870;210;30154;29882;81;127;661;22/10/2018;10;2,72E+16
23/10/2018;438;650;312;300;17;29;2820;85;686;0;624;319;850;200;30081;29789;104;127;624;23/10/2018;10;2,92E+16
24/10/2018;459;530;275;298;27;46;2820;85;686;0;573;359;810;230;29947;2971;127;196;572;24/10/2018;10;2,37E+16
25/10/2018;467;400;227;298;45;72;2830;85;686;0;618;350;600;190;29933;29682;138;196;618;25/10/2018;10;2,51E+15
26/10/2018;484;350;216;298;97;144;2830;85;686;0;587;426;480;190;29979;29759;207;311;587;26/10/2018;10;2,2E+16
27/10/2018;533;370;266;298;103;148;2820;85;686;0;645;383;780;240;29935;2965;288;380;645;27/10/2018;10;2,85E+16
28/10/2018;494;480;252;299;53;76;2820;85;686;0;673;309;900;190;3004;29663;184;253;673;28/10/2018;10;3,77E+15
29/10/2018;561;210;160;296;85;124;2820;86;687;0;668;403;590;130;29731;29402;265;391;668;29/10/2018;10;3,29E+15
30/10/2018;315;870;282;299;19;31;2750;99;70;0;403;278;920;600;30121;29623;92;161;402;30/10/2018;10;4,98E+16
31/10/2018;308;750;228;300;21;33;2620;125;726;0;402;229;920;220;30221;29834;161;265;402;31/10/2018;10;3,87E+16
1/11/2018;365;460;176;299;71;104;2830;0;726;0;436;307;630;340;29972;29812;196;265;436;1/11/2018;11;1,6E+16
2/11/2018;436;510;263;297;98;148;2830;2;728;0;510;340;770;340;29907;29459;288;426;510;2/11/2018;11;4,48E+15
3/11/2018;358;620;235;298;45;69;2830;2;728;0;468;295;840;270;30064;29504;219;311;468;3/11/2018;11;5,6E+15
4/11/2018;361;520;201;297;83;126;2820;2;728;0;413;291;730;430;29994;29478;265;345;413;4/11/2018;11;5,16E+15
5/11/2018;345;480;159;297;74;114;2830;2;728;0;409;270;800;270;29831;29546;207;368;409;5/11/2018;11;2,85E+16
6/11/2018;301;460;105;300;62;93;2830;2;728;0;380;224;760;230;30115;29827;207;322;380;6/11/2018;11;2,88E+15
7/11/2018;261;570;108;301;35;52;2830;2;728;0;383;165;800;220;30231;29989;173;253;383;7/11/2018;11;2,42E+16
10/11/2018;346;340;33;299;83;119;2830;2;728;0;454;241;820;110;30382;29721;276;345;454;10/11/2018;11;6,61E+15
11/11/2018;173;810;126;303;28;43;2830;2;728;0;241;119;840;770;30545;29956;104;138;241;11/11/2018;11;5,89E+15
12/11/2018;142;630;24;306;23;37;2830;9;735;0;269;63;820;270;30746;30483;161;207;269;12/11/2018;11;2,63E+15
15/11/2018;413;290;107;299;67;98;2830;1;736;0;531;279;570;190;30456;29857;207;322;531;15/11/2018;11;5,99E+15
16/11/2018;413;300;101;298;63;91;2820;1;736;0;545;279;730;140;29954;29639;196;265;545;16/11/2018;11;3,15E+15
17/11/2018;206;850;167;302;27;45;2830;11;737;0;306;79;910;730;30426;29879;81;115;306;17/11/2018;11;5,47E+14
18/11/2018;220;470;6;303;70;100;2830;21;747;0;399;-56;830;170;30619;29939;230;288;399;18/11/2018;11;6,8E+15
19/11/2018;312;360;46;301;54;78;2830;21;747;0;439;156;740;160;30264;29949;196;288;439;19/11/2018;11;3,15E+15
20/11/2018;332;430;97;302;36;54;2820;21;747;0;508;143;790;170;303;29952;127;196;508;20/11/2018;11;3,48E+14
21/11/2018;348;360;71;302;37;53;2830;21;747;0;526;178;710;140;30387;29917;161;196;526;21/11/2018;11;4,7E+16
22/11/2018;409;310;99;297;74;109;2830;21;747;0;498;315;720;130;29936;2952;207;288;498;22/11/2018;11;4,16E+16
23/11/2018;348;420;138;296;164;238;2830;21;747;0;395;307;690;270;29722;29491;311;472;395;23/11/2018;11;2,31E+16
24/11/2018;308;630;192;295;78;117;2830;22;748;0;380;225;870;430;29967;29329;207;403;380;24/11/2018;11;6,38E+15
25/11/2018;248;390;27;302;60;91;2830;23;749;0;319;138;560;240;30289;29965;196;299;319;25/11/2018;11;3,24E+15
26/11/2018;326;290;33;301;111;159;2830;23;749;0;438;244;360;220;30197;29919;230;334;438;26/11/2018;11;2,78E+15
27/11/2018;391;290;88;298;102;147;2830;23;749;0;457;347;410;190;29976;29543;230;345;457;27/11/2018;11;4,33E+16
28/11/2018;395;420;178;296;133;186;2820;23;749;0;445;350;570;320;29645;29482;322;437;445;28/11/2018;11;1,63E+16
1/12/2018;284;380;54;296;123;178;2830;0;752;0;341;216;500;270;29727;29414;265;334;341;1/12/2018;12;3,13E+16
2/12/2018;204;540;54;299;24;42;2830;0;752;0;306;70;840;280;3013;29709;127;184;306;2/12/2018;12;4,21E+15
3/12/2018;127;770;68;303;7;13;2830;8;76;0;263;13;840;600;30506;3005;92;115;263;3/12/2018;12;4,56E+15
4/12/2018;188;360;-53;303;131;190;2830;8;76;0;264;15;810;140;30462;30156;242;403;264;4/12/2018;12;3,06E+16
10/12/2018;400;120;-105;300;57;81;2820;8;76;0;516;257;460;60;30108;29764;173;242;516;10/12/2018;12;3,44E+15
11/12/2018;395;190;-12;298;124;179;2820;8;76;0;452;350;280;80;29986;29677;288;403;452;11/12/2018;12;3,09E+16
12/12/2018;361;270;41;296;126;171;2830;8;76;0;393;309;510;170;29721;2953;265;368;393;12/12/2018;12;1,91E+16
13/12/2018;338;230;-16;302;53;81;2830;8;76;0;415;254;480;120;30326;29721;173;265;415;13/12/2018;12;6,05E+15
14/12/2018;382;280;68;301;35;56;2820;8;76;0;520;248;470;160;30346;29807;150;242;520;14/12/2018;12;5,39E+15
15/12/2018;426;220;63;299;100;145;2820;8;76;0;501;383;280;150;30068;29751;242;322;501;15/12/2018;12;3,17E+16
16/12/2018;397;270;51;301;36;55;2830;8;76;0;567;173;570;100;30319;29913;173;265;567;16/12/2018;12;4,06E+15
17/12/2018;373;350;96;300;64;95;2830;8;76;0;536;129;640;190;30331;29739;173;265;536;17/12/2018;12;5,92E+15
18/12/2018;387;370;145;298;119;171;2830;8;76;0;428;350;520;270;29829;2967;253;368;428;18/12/2018;12;1,59E+16
19/12/2018;307;580;169;299;79;127;2830;12;764;0;388;269;890;350;30179;2964;230;380;388;19/12/2018;12;5,39E+15
20/12/2018;307;380;77;302;76;110;2830;12;764;0;415;180;560;300;30284;30044;196;311;415;20/12/2018;12;2,4E+16
21/12/2018;385;380;144;296;188;259;2820;12;764;0;448;349;460;230;30146;29526;276;460;448;21/12/2018;12;6,2E+14
22/12/2018;280;440;71;299;82;121;2830;12;764;0;358;210;840;230;30224;29609;196;334;358;22/12/2018;12;6,15E+15
23/12/2018;317;230;-31;301;110;160;2830;12;764;0;408;227;440;110;30246;29866;242;380;408;23/12/2018;12;3,8E+14
24/12/2018;321;470;140;299;49;74;2830;12;764;0;401;235;600;340;29955;29765;219;276;401;24/12/2018;12;1,9E+16
25/12/2018;240;600;111;300;7;12;2830;12;764;0;411;133;760;270;30126;29785;69;115;411;25/12/2018;12;3,41E+15
26/12/2018;234;730;149;298;21;34;2830;12;764;0;428;102;890;330;29974;2959;138;196;428;26/12/2018;12;3,84E+16
27/12/2018;154;760;91;299;19;34;2830;13;765;0;216;92;890;620;30126;29594;92;115;216;27/12/2018;12;532
28/12/2018;102;730;31;302;14;24;2830;13;765;0;165;47;780;590;30336;30084;81;115;165;28/12/2018;12;2,52E+15
29/12/2018;189;440;-21;302;89;124;2830;13;765;0;324;-50;760;170;30411;29847;207;311;324;29/12/2018;12;5,64E+15
30/12/2018;308;420;102;296;88;125;2830;13;765;0;396;175;640;300;29858;29405;276;391;396;30/12/2018;12;4,53E+15
31/12/2018;95;670;5;300;20;37;2830;13;765;0;229;-63;740;440;3052;29525;104;161;229;31/12/2018;12;9,95E+14
1/01/2019;24;670;-65;304;2;4;2830;1;1;0;202;-110;790;470;30575;30227;46;69;200;1/01/2019;1;3,48E+14
2/01/2019;137;570;-8;303;4;7;2830;2;2;0;413;-59;770;200;30575;30054;81;115;413;2/01/2019;1;5,21E+15
3/01/2019;319;450;100;300;33;51;2830;2;2;0;542;58;800;190;30248;29735;161;242;542;3/01/2019;1;5,13E+15
4/01/2019;440;240;91;298;100;138;2820;2;2;0;551;346;350;150;29909;29647;276;345;551;4/01/2019;1;2,62E+16
5/01/2019;437;250;79;298;64;94;2830;2;2;0;545;324;490;110;29846;29626;265;311;545;5/01/2019;1;2,2E+16
6/01/2019;362;470;169;295;59;88;2830;2;2;0;432;276;870;280;2964;29406;173;265;432;6/01/2019;1;2,34E+16
7/01/2019;301;530;145;298;115;165;2830;2;2;0;352;256;780;370;29998;29591;311;426;352;7/01/2019;1;4,07E+16
8/01/2019;331;420;113;301;101;87;3170;2;2;0;494;170;700;200;30445;29891;345;472;494;8/01/2019;1;5,54E+14
12/01/2019;267;660;164;302;15;25;2830;5;5;0;438;129;790;280;30312;30103;92;127;438;12/01/2019;1;2,09E+16
13/01/2019;169;610;44;304;5;11;2830;5;5;0;378;24;800;240;30546;30239;69;127;378;13/01/2019;1;3,07E+15
14/01/2019;182;520;-2;304;5;9;2830;5;5;0;436;-14;790;110;30633;30207;58;115;436;14/01/2019;1;4,26E+15
15/01/2019;331;440;126;301;67;95;2830;5;5;0;461;70;710;270;30229;29868;207;288;461;15/01/2019;1;3,61E+16
16/01/2019;329;560;185;299;42;64;2830;5;5;0;406;245;740;360;29948;29813;161;265;406;16/01/2019;1;1,35E+16
17/01/2019;384;400;153;297;123;177;2820;5;5;0;458;322;600;230;29913;29492;345;495;458;17/01/2019;1;4,21E+15
18/01/2019;302;630;186;298;52;77;2830;6;6;0;375;254;830;400;30158;29508;173;253;375;18/01/2019;1;6,5E+15
19/01/2019;316;420;109;301;136;184;2830;6;6;0;389;241;540;310;30245;29969;265;403;389;19/01/2019;1;2,76E+15
20/01/2019;408;370;158;298;108;155;2830;6;6;0;476;353;530;260;30029;29551;253;403;476;20/01/2019;1;4,78E+16
21/01/2019;362;440;126;294;86;127;2830;6;6;0;477;192;860;160;29615;29225;265;311;477;21/01/2019;1;3,9E+14
22/01/2019;204;420;5;300;77;116;2830;1;1;0;288;161;720;280;30207;29615;276;380;288;22/01/2019;1;5,92E+15
23/01/2019;235;390;20;300;144;204;2830;1;1;0;290;165;470;270;30184;29852;311;426;290;23/01/2019;1;3,32E+16
24/01/2019;211;580;81;301;42;70;2830;13;13;0;282;124;820;330;30294;29982;207;265;282;24/01/2019;1;3,12E+16
25/01/2019;247;420;43;301;86;125;2830;13;13;0;332;180;700;250;30172;29986;230;345;332;25/01/2019;1;1,86E+16
26/01/2019;292;390;69;301;106;159;2830;13;13;0;379;219;530;260;30223;30006;230;357;379;26/01/2019;1;2,17E+16
27/01/2019;355;410;137;298;159;226;2820;13;13;0;442;291;610;290;30058;29511;299;483;442;27/01/2019;1;5,47E+15
28/01/2019;213;570;72;301;46;74;2830;13;13;0;318;95;800;260;30304;29717;173;265;318;28/01/2019;1;5,87E+15
29/01/2019;258;220;-83;300;77;124;2830;13;13;0;356;157;400;140;30163;2986;219;345;356;29/01/2019;1;3,03E+15
30/01/2019;319;150;-106;298;150;214;2830;13;13;0;418;205;240;100;2989;29676;299;460;418;30/01/2019;1;2,14E+15
31/01/2019;366;210;5;298;111;161;2820;13;13;0;446;303;270;160;29904;29699;219;345;446;31/01/2019;1;2,05E+15
1/02/2019;400;270;72;298;50;75;2820;0;13;0;541;258;440;150;2998;29666;184;265;541;1/02/2019;2;3,14E+16
2/02/2019;415;300;118;296;109;162;2830;0;13;0;477;366;380;230;29785;29477;242;334;477;2/02/2019;2;3,08E+16
3/02/2019;423;360;167;293;95;142;2830;0;13;0;502;343;440;240;29503;29175;265;449;502;3/02/2019;2;3,28E+15
4/02/2019;385;390;143;295;74;114;2830;0;13;0;462;325;720;200;29641;29381;196;265;462;4/02/2019;2;2,6E+14
5/02/2019;365;400;132;294;74;109;2830;0;13;0;426;269;660;230;29496;29343;219;311;426;5/02/2019;2;1,53E+15
6/02/2019;139;720;66;297;35;56;2830;0;13;0;275;-35;820;590;30108;29392;115;161;275;6/02/2019;2;7,16E+15
7/02/2019;69;460;-109;303;89;136;2830;0;13;0;151;-100;760;270;30431;30086;276;426;151;7/02/2019;2;3,45E+15
8/02/2019;243;190;-129;302;60;92;2830;0;13;0;373;129;300;90;30367;29956;207;288;373;8/02/2019;2;4,11E+16
9/02/2019;259;390;9;299;20;37;2830;0;13;0;464;100;690;70;30212;29642;115;161;464;9/02/2019;2;5,7E+15
10/02/2019;274;400;37;297;68;105;2830;0;13;0;399;135;730;130;29896;2961;276;357;399;10/02/2019;2;2,86E+16
11/02/2019;238;340;-28;297;101;153;2830;0;13;0;338;136;700;120;29947;29573;288;426;338;11/02/2019;2;3,74E+15
12/02/2019;287;250;-37;300;117;181;2830;0;13;0;392;195;420;150;30141;29821;265;426;392;12/02/2019;2;3,2E+16
13/02/2019;368;310;55;295;194;281;2820;0;13;0;474;312;710;110;29834;29344;334;518;474;13/02/2019;2;4,9E+16
14/02/2019;333;620;213;295;96;135;2830;0;13;0;439;218;820;430;29681;29389;242;345;439;14/02/2019;2;2,92E+15
15/02/2019;353;480;157;295;115;166;2820;0;13;0;433;195;900;270;29626;29323;322;414;433;15/02/2019;2;3,03E+15
16/02/2019;252;490;78;295;70;104;2830;6;19;0;325;151;860;330;29757;29317;242;357;325;16/02/2019;2;4,4E+15
17/02/2019;167;520;3;299;63;92;2830;6;19;0;313;86;790;200;30138;2975;173;253;313;17/02/2019;2;3,88E+15
18/02/2019;79;690;-3;302;29;46;2830;7;2;0;173;18;780;510;30344;30081;104;138;173;18/02/2019;2;2,63E+15
19/02/2019;74;710;-3;300;19;33;2830;7;2;0;208;-28;790;450;30207;29731;115;184;208;19/02/2019;2;4,76E+15
20/02/2019;139;370;-77;298;119;173;2830;7;2;0;227;74;510;270;29918;29601;253;368;227;20/02/2019;2;3,17E+16
21/02/2019;135;610;15;299;20;34;2830;7;2;0;298;-22;800;280;30123;29775;115;138;298;21/02/2019;2;3,48E+16
22/02/2019;185;760;120;299;11;19;2830;1;23;0;307;32;850;560;30047;29693;115;161;307;22/02/2019;2;3,54E+15
23/02/2019;209;480;29;299;92;133;2830;11;24;0;313;157;860;230;30186;29732;311;414;312;23/02/2019;2;4,54E+15
24/02/2019;268;330;8;301;142;200;2830;11;24;0;368;184;540;220;30235;29818;265;414;367;24/02/2019;2;4,17E+16
25/02/2019;358;310;79;298;141;194;2830;11;24;0;438;298;410;230;29862;29674;299;426;438;25/02/2019;2;1,88E+16
26/02/2019;427;270;104;297;142;199;2830;11;24;0;513;356;350;210;29788;29611;265;426;513;26/02/2019;2;1,77E+15
27/02/2019;414;340;143;297;104;148;2830;11;24;0;511;340;570;210;29864;29633;207;357;511;27/02/2019;2;2,31E+16
28/02/2019;383;420;174;296;168;260;2800;11;24;0;385;382;440;420;29638;29616;184;345;385;28/02/2019;2;2,2E+16
2/03/2019;116;800;68;301;44;64;2830;0;13;0;362;15;840;600;30215;2973;104;138;362;2/03/2019;3;4,85E+16
3/03/2019;10;740;-53;304;21;33;2830;5;18;0;124;-100;790;700;30554;30213;81;173;124;3/03/2019;3;3,41E+15
4/03/2019;59;680;-25;304;23;39;2830;14;27;0;225;-138;810;430;30679;30173;138;242;225;4/03/2019;3;5,06E+15
5/03/2019;270;460;88;302;64;93;2830;17;3;0;376;111;630;310;30427;29853;207;322;376;5/03/2019;3;5,74E+15
6/03/2019;366;700;270;297;72;105;2830;29;42;0;457;258;930;430;29865;29584;276;403;457;6/03/2019;3;2,81E+15
7/03/2019;367;540;209;297;80;113;2830;37;5;0;442;260;930;330;29777;29572;219;322;442;7/03/2019;3;2,05E+16
8/03/2019;336;620;213;295;27;44;2830;37;5;0;431;257;910;420;29791;29239;150;265;431;8/03/2019;3;5,52E+15
9/03/2019;287;460;102;296;127;179;2830;37;5;0;328;218;710;290;29955;29256;311;495;328;9/03/2019;3;6,99E+15
10/03/2019;283;650;169;300;34;49;2830;38;51;0;411;165;840;340;30153;29845;138;196;411;10/03/2019;3;3,08E+16
11/03/2019;298;640;183;301;22;36;2830;38;51;0;452;152;830;360;30274;29853;161;219;452;11/03/2019;3;4,21E+15
12/03/2019;385;520;208;296;36;53;2820;38;51;0;544;229;790;260;29915;29274;184;242;544;12/03/2019;3;6,41E+15
13/03/2019;241;830;197;294;68;106;2820;39;52;0;356;195;940;660;29827;28875;242;345;356;13/03/2019;3;9,52E+15
14/03/2019;225;480;49;301;46;70;2810;63;76;0;343;107;690;270;30376;29784;242;380;343;14/03/2019;3;5,92E+15
